path,performance,language,country,chunk,start_time,end_time,duration
8/KR/en/1005930255_2802618610/vocal.ogg,1005930255_2802618610,en,KR,001,1.2,10.26,9.06
8/KR/en/1005930255_2802618610/vocal.ogg,1005930255_2802618610,en,KR,002,13.53,15.48,1.95
8/KR/en/1005930255_2802618610/vocal.ogg,1005930255_2802618610,en,KR,003,15.99,29.97,13.979999999999999
11/TH/en/1013118614_2782612873/vocal.ogg,1013118614_2782612873,en,TH,001,0.0,11.22,11.22
11/TH/en/1013118614_2782612873/vocal.ogg,1013118614_2782612873,en,TH,002,12.3,20.34,8.04
11/TH/en/1013118614_2782612873/vocal.ogg,1013118614_2782612873,en,TH,004,21.27,29.46,8.190000000000001
10/IN/en/1000535852_2986151326/vocal.ogg,1000535852_2986151326,en,IN,001,1.8,2.67,0.87
10/IN/en/1000535852_2986151326/vocal.ogg,1000535852_2986151326,en,IN,002,3.75,14.97,11.22
10/IN/en/1000535852_2986151326/vocal.ogg,1000535852_2986151326,en,IN,006,15.48,19.68,4.2
10/IN/en/1000535852_2986151326/vocal.ogg,1000535852_2986151326,en,IN,007,20.67,21.99,1.32
10/IN/en/1000535852_2986151326/vocal.ogg,1000535852_2986151326,en,IN,008,23.07,29.04,5.969999999999999
19/US/en/1005611947_2826752174/vocal.ogg,1005611947_2826752174,en,US,001,0.0,3.12,3.12
19/US/en/1005611947_2826752174/vocal.ogg,1005611947_2826752174,en,US,002,4.02,14.88,10.860000000000001
19/US/en/1005611947_2826752174/vocal.ogg,1005611947_2826752174,en,US,005,17.82,20.76,2.94
19/US/en/1005611947_2826752174/vocal.ogg,1005611947_2826752174,en,US,006,23.04,26.61,3.57
19/US/en/100565880_2846775803/vocal.ogg,100565880_2846775803,en,US,001,2.94,5.91,2.97
19/US/en/100565880_2846775803/vocal.ogg,100565880_2846775803,en,US,002,8.13,11.82,3.69
19/US/en/100565880_2846775803/vocal.ogg,100565880_2846775803,en,US,003,13.74,18.3,4.56
19/US/en/100565880_2846775803/vocal.ogg,100565880_2846775803,en,US,004,19.77,29.58,9.809999999999999
17/IT/en/1000106951_2824423703/vocal.ogg,1000106951_2824423703,en,IT,001,0.81,12.39,11.58
17/IT/en/1000106951_2824423703/vocal.ogg,1000106951_2824423703,en,IT,004,13.05,19.5,6.449999999999999
17/IT/en/1000106951_2824423703/vocal.ogg,1000106951_2824423703,en,IT,006,20.34,29.67,9.330000000000002
20/IT/en/1000106951_2829947806/vocal.ogg,1000106951_2829947806,en,IT,001,0.87,19.62,18.75
20/IT/en/1000106951_2829947806/vocal.ogg,1000106951_2829947806,en,IT,005,20.34,29.46,9.120000000000001
11/US/en/1000052718_2902622803/vocal.ogg,1000052718_2902622803,en,US,001,0.0,29.61,29.61
19/US/en/111453572_2783209023/vocal.ogg,111453572_2783209023,en,US,001,0.0,26.34,26.34
19/US/en/111453572_2783209023/vocal.ogg,111453572_2783209023,en,US,008,27.57,29.91,2.34
10/NO/en/1625290252_2813142496/vocal.ogg,1625290252_2813142496,en,NO,001,0.21,1.26,1.05
10/NO/en/1625290252_2813142496/vocal.ogg,1625290252_2813142496,en,NO,002,2.46,29.91,27.45
18/TW/en/443648126_2797239892/vocal.ogg,443648126_2797239892,en,TW,001,5.58,23.1,17.520000000000003
11/DE/en/374273983_2783356970/vocal.ogg,374273983_2783356970,en,DE,001,4.98,23.61,18.63
11/DE/en/374273983_2783356970/vocal.ogg,374273983_2783356970,en,DE,003,26.58,28.05,1.47
11/SG/en/1180367054_2902804140/vocal.ogg,1180367054_2902804140,en,SG,001,1.47,4.32,2.8500000000000005
11/SG/en/1180367054_2902804140/vocal.ogg,1180367054_2902804140,en,SG,003,5.25,10.56,5.3100000000000005
11/SG/en/1180367054_2902804140/vocal.ogg,1180367054_2902804140,en,SG,005,12.57,17.19,4.62
11/SG/en/1180367054_2902804140/vocal.ogg,1180367054_2902804140,en,SG,006,19.92,25.5,5.579999999999998
11/SG/en/1180367054_2902804140/vocal.ogg,1180367054_2902804140,en,SG,008,26.31,29.67,3.36
19/US/en/100565880_2837460341/vocal.ogg,100565880_2837460341,en,US,001,2.91,5.91,3.0
19/US/en/100565880_2837460341/vocal.ogg,100565880_2837460341,en,US,002,8.13,11.88,3.75
19/US/en/100565880_2837460341/vocal.ogg,100565880_2837460341,en,US,003,13.59,18.24,4.65
19/US/en/100565880_2837460341/vocal.ogg,100565880_2837460341,en,US,004,19.74,23.43,3.69
19/US/en/100565880_2837460341/vocal.ogg,100565880_2837460341,en,US,005,24.27,29.31,5.04
10/RU/en/374273983_2794457020/vocal.ogg,374273983_2794457020,en,RU,001,4.92,23.64,18.72
10/KW/en/443648126_2796368006/vocal.ogg,443648126_2796368006,en,KW,001,4.95,22.44,17.490000000000002
10/KW/en/443648126_2796368006/vocal.ogg,443648126_2796368006,en,KW,004,25.41,26.19,0.78
10/KW/en/443648126_2796368006/vocal.ogg,443648126_2796368006,en,KW,005,27.66,28.74,1.08
10/RU/en/374273983_2783055897/vocal2.ogg,374273983_2783055897,en,RU,001,0.0,1.02,1.02
10/RU/en/374273983_2783055897/vocal2.ogg,374273983_2783055897,en,RU,002,2.1,5.49,3.39
10/RU/en/374273983_2783055897/vocal2.ogg,374273983_2783055897,en,RU,003,22.62,29.73,7.11
7/PH/en/493938343_2808188955/vocal.ogg,493938343_2808188955,en,PH,001,4.92,23.19,18.270000000000003
20/TW/en/660125735_2789174581/vocal2.ogg,660125735_2789174581,en,TW,001,0.06,5.79,5.73
20/TW/en/660125735_2789174581/vocal2.ogg,660125735_2789174581,en,TW,003,23.76,26.88,3.12
20/TW/en/660125735_2789174581/vocal2.ogg,660125735_2789174581,en,TW,004,27.42,30.0,2.58
19/RE/en/493938343_2810932540/vocal.ogg,493938343_2810932540,en,RE,001,4.89,23.76,18.87
20/TW/en/660125735_2789485991/vocal.ogg,660125735_2789485991,en,TW,001,4.2,4.8,0.6
20/TW/en/660125735_2789485991/vocal.ogg,660125735_2789485991,en,TW,002,6.21,22.86,16.65
19/US/en/374273983_2783267423/vocal.ogg,374273983_2783267423,en,US,001,4.56,23.4,18.84
11/KW/en/443648126_2795315273/vocal.ogg,443648126_2795315273,en,KW,001,3.75,23.07,19.32
11/KW/en/443648126_2795315273/vocal.ogg,443648126_2795315273,en,KW,006,23.73,27.0,3.2699999999999996
11/KW/en/443648126_2795315273/vocal.ogg,443648126_2795315273,en,KW,008,27.87,29.31,1.4399999999999977
8/IT/en/1000106951_2820709297/vocal.ogg,1000106951_2820709297,en,IT,001,2.55,8.94,6.39
8/IT/en/1000106951_2820709297/vocal.ogg,1000106951_2820709297,en,IT,003,9.54,13.89,4.35
8/IT/en/1000106951_2820709297/vocal.ogg,1000106951_2820709297,en,IT,004,14.82,16.8,1.9800000000000004
8/IT/en/1000106951_2820709297/vocal.ogg,1000106951_2820709297,en,IT,006,20.4,21.87,1.47
8/IT/en/1000106951_2820709297/vocal.ogg,1000106951_2820709297,en,IT,007,22.89,26.52,3.63
8/IT/en/1000106951_2820709297/vocal.ogg,1000106951_2820709297,en,IT,008,27.81,29.94,2.13
7/US/en/1007686004_2725928470/vocal.ogg,1007686004_2725928470,en,US,001,1.89,5.07,3.18
7/US/en/1007686004_2725928470/vocal.ogg,1007686004_2725928470,en,US,002,7.8,11.49,3.69
7/US/en/1007686004_2725928470/vocal.ogg,1007686004_2725928470,en,US,003,13.68,18.54,4.86
7/US/en/1007686004_2725928470/vocal.ogg,1007686004_2725928470,en,US,004,19.53,29.49,9.96
18/BR/en/374273983_2791904294/vocal.ogg,374273983_2791904294,en,BR,001,4.53,23.34,18.81
18/DE/en/1003959115_2922031710/vocal.ogg,1003959115_2922031710,en,DE,001,0.36,10.35,9.99
18/DE/en/1003959115_2922031710/vocal.ogg,1003959115_2922031710,en,DE,005,11.61,29.43,17.82
7/US/en/374273983_2788986092/vocal.ogg,374273983_2788986092,en,US,001,5.25,23.94,18.69
7/US/en/374273983_2788986092/vocal.ogg,374273983_2788986092,en,US,003,27.15,27.75,0.6
19/DE/en/1003959115_2929611828/vocal.ogg,1003959115_2929611828,en,DE,001,0.42,11.67,11.25
19/DE/en/1003959115_2929611828/vocal.ogg,1003959115_2929611828,en,DE,002,15.51,29.67,14.160000000000002
6/MY/en/1004719681_2942911340/vocal.ogg,1004719681_2942911340,en,MY,001,0.0,29.73,29.73
8/PH/en/443648126_2796255384/vocal.ogg,443648126_2796255384,en,PH,001,0.0,8.55,8.55
8/PH/en/443648126_2796255384/vocal.ogg,443648126_2796255384,en,PH,003,9.96,29.52,19.56
12/KW/en/443648126_2801674823/vocal.ogg,443648126_2801674823,en,KW,001,2.88,4.38,1.5
12/KW/en/443648126_2801674823/vocal.ogg,443648126_2801674823,en,KW,002,5.13,23.01,17.880000000000003
12/KW/en/443648126_2801674823/vocal.ogg,443648126_2801674823,en,KW,005,23.73,27.0,3.2699999999999996
12/KW/en/443648126_2801674823/vocal.ogg,443648126_2801674823,en,KW,007,27.9,29.43,1.53
18/HK/en/493938343_2807337145/vocal.ogg,493938343_2807337145,en,HK,001,6.06,23.67,17.610000000000003
8/US/en/453959789_2819044161/vocal.ogg,453959789_2819044161,en,US,001,4.98,22.95,17.97
6/US/en/493938343_2809608615/vocal.ogg,493938343_2809608615,en,US,001,6.36,7.08,0.72
6/US/en/493938343_2809608615/vocal.ogg,493938343_2809608615,en,US,002,8.31,19.47,11.159999999999998
6/US/en/493938343_2809608615/vocal.ogg,493938343_2809608615,en,US,007,20.01,23.1,3.09
19/TW/en/443648126_2796877530/vocal.ogg,443648126_2796877530,en,TW,001,0.0,29.46,29.46
17/TW/en/443648126_2796881146/vocal.ogg,443648126_2796881146,en,TW,001,0.0,0.84,0.84
17/TW/en/443648126_2796881146/vocal.ogg,443648126_2796881146,en,TW,002,2.73,4.71,1.98
17/TW/en/443648126_2796881146/vocal.ogg,443648126_2796881146,en,TW,003,5.79,15.57,9.780000000000001
17/TW/en/443648126_2796881146/vocal.ogg,443648126_2796881146,en,TW,006,17.46,19.41,1.95
17/TW/en/443648126_2796881146/vocal.ogg,443648126_2796881146,en,TW,007,20.01,22.2,2.19
17/TW/en/443648126_2796881146/vocal.ogg,443648126_2796881146,en,TW,008,22.98,28.62,5.64
10/KW/en/443648126_2795149294/vocal2.ogg,443648126_2795149294,en,KW,001,0.54,5.64,5.1
10/KW/en/443648126_2795149294/vocal2.ogg,443648126_2795149294,en,KW,002,23.67,29.55,5.88
18/HK/en/493938343_2807001381/vocal2.ogg,493938343_2807001381,en,HK,001,0.0,5.79,5.79
18/HK/en/493938343_2807001381/vocal2.ogg,493938343_2807001381,en,HK,004,24.3,29.85,5.550000000000001
8/NO/en/631942619_2807491658/vocal.ogg,631942619_2807491658,en,NO,001,0.21,0.81,0.6
8/NO/en/631942619_2807491658/vocal.ogg,631942619_2807491658,en,NO,002,2.49,5.07,2.58
8/NO/en/631942619_2807491658/vocal.ogg,631942619_2807491658,en,NO,003,5.79,9.48,3.69
8/NO/en/631942619_2807491658/vocal.ogg,631942619_2807491658,en,NO,004,10.41,12.21,1.8
8/NO/en/631942619_2807491658/vocal.ogg,631942619_2807491658,en,NO,005,12.75,19.62,6.870000000000001
8/NO/en/631942619_2807491658/vocal.ogg,631942619_2807491658,en,NO,007,20.13,22.11,1.98
8/NO/en/631942619_2807491658/vocal.ogg,631942619_2807491658,en,NO,008,23.04,29.34,6.3
8/SA/en/443648126_2803919594/vocal.ogg,443648126_2803919594,en,SA,001,0.0,1.77,1.77
8/SA/en/443648126_2803919594/vocal.ogg,443648126_2803919594,en,SA,002,2.85,16.86,14.01
8/SA/en/443648126_2803919594/vocal.ogg,443648126_2803919594,en,SA,005,17.82,21.84,4.02
8/SA/en/443648126_2803919594/vocal.ogg,443648126_2803919594,en,SA,007,23.07,29.22,6.15
8/US/en/453959789_2809657441/vocal2.ogg,453959789_2809657441,en,US,001,2.1,4.92,2.82
8/US/en/453959789_2809657441/vocal2.ogg,453959789_2809657441,en,US,002,23.4,29.76,6.360000000000003
11/CH/en/1001971748_2944449003/vocal.ogg,1001971748_2944449003,en,CH,001,1.98,29.34,27.36
17/IT/en/1000106951_2821853617/vocal.ogg,1000106951_2821853617,en,IT,001,0.36,29.76,29.4
18/JP/en/1007110437_2774809374/vocal.ogg,1007110437_2774809374,en,JP,001,2.01,29.67,27.660000000000004
17/IT/en/1000106951_2849645333/vocal.ogg,1000106951_2849645333,en,IT,001,2.04,29.97,27.93
6/PH/en/493938343_2811768258/vocal.ogg,493938343_2811768258,en,PH,001,5.07,23.76,18.69
19/JP/en/1007110437_2772296086/vocal.ogg,1007110437_2772296086,en,JP,001,2.01,27.75,25.740000000000002
19/JP/en/1007110437_2772296086/vocal.ogg,1007110437_2772296086,en,JP,003,28.32,29.97,1.65
10/JP/en/1007110437_2772300559/vocal.ogg,1007110437_2772300559,en,JP,001,1.92,29.94,28.020000000000003
10/JP/en/1007110437_2830624505/vocal.ogg,1007110437_2830624505,en,JP,001,1.83,27.78,25.950000000000003
10/JP/en/1007110437_2830624505/vocal.ogg,1007110437_2830624505,en,JP,005,28.38,29.7,1.32
6/GB/en/101125946_2981113241/vocal.ogg,101125946_2981113241,en,GB,001,0.69,1.29,0.6
6/GB/en/101125946_2981113241/vocal.ogg,101125946_2981113241,en,GB,002,2.04,29.7,27.66
7/MY/en/1001791531_2986349671/vocal.ogg,1001791531_2986349671,en,MY,001,2.52,29.34,26.82
8/MY/en/1000389848_2898147678/vocal.ogg,1000389848_2898147678,en,MY,001,0.54,29.7,29.16
10/US/en/100818823_2925298926/vocal.ogg,100818823_2925298926,en,US,001,2.07,29.94,27.87
18/GB/en/100024601_3019141736/vocal.ogg,100024601_3019141736,en,GB,001,0.0,12.69,12.69
10/IN/en/1000177487_2729819182/vocal.ogg,1000177487_2729819182,en,IN,001,0.48,3.3,2.82
10/IN/en/1000177487_2729819182/vocal.ogg,1000177487_2729819182,en,IN,002,4.83,10.77,5.9399999999999995
10/IN/en/1000177487_2729819182/vocal.ogg,1000177487_2729819182,en,IN,004,11.34,13.26,1.92
10/IN/en/1000177487_2729819182/vocal.ogg,1000177487_2729819182,en,IN,005,13.92,20.55,6.630000000000001
10/IN/en/1000177487_2729819182/vocal.ogg,1000177487_2729819182,en,IN,007,21.21,23.67,2.46
9/GB/en/100024601_3019167730/vocal.ogg,100024601_3019167730,en,GB,001,0.33,5.88,5.55
9/GB/en/100024601_3019167730/vocal.ogg,100024601_3019167730,en,GB,003,6.63,28.41,21.78
7/US/en/100383439_2889610063/vocal.ogg,100383439_2889610063,en,US,001,2.04,29.28,27.240000000000002
9/GB/en/100024601_3019966694/vocal.ogg,100024601_3019966694,en,GB,001,0.03,29.04,29.009999999999998
19/IT/en/1001518511_2720353775/vocal.ogg,1001518511_2720353775,en,IT,001,0.0,29.94,29.94
